Description,Sector,Industry,Exchange
SAVERA INDUSTRIES LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
BENARES HOTELS LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
GUJARAT HOTELS LTD.,Consumer Services,Hotels/Resorts/Cruise lines,BSE
JUNIPER HOTELS LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
SAREGAMA INDIA LTD,Consumer Services,Movies/Entertainment,NSE
NEW DELHI TELEVISION LTD.,Consumer Services,Broadcasting,BSE
ROYALE MANOR HOTELS & INDUSTRI,Consumer Services,Hotels/Resorts/Cruise lines,BSE
SITI NETWORKS LTD.,Consumer Services,Cable/Satellite TV,BSE
EASTERN TREADS LTD.,Consumer Services,Other Consumer Services,BSE
MPS LTD,Consumer Services,Publishing: Books/Magazines,NSE
UFO MOVIEZ INDIA,Consumer Services,Movies/Entertainment,NSE
DILIGENT MEDIA COR,Consumer Services,Publishing: Newspapers,NSE
ZEE LEARN LTD.,Consumer Services,Other Consumer Services,BSE
ZEE ENTERTAINMENT ENTERPRISES,Consumer Services,Broadcasting,BSE
APEEJAY SURRENDRA PARK HOTELS,Consumer Services,Hotels/Resorts/Cruise lines,BSE
ZEE ENTERTAIN ENT,Consumer Services,Broadcasting,NSE
SAMBHAAV MEDIA LTD.,Consumer Services,Publishing: Newspapers,BSE
PHOENIX TOWNSHIP LTD,Consumer Services,Hotels/Resorts/Cruise lines,BSE
IRONWOOD EDUCATION LIMITED,Consumer Services,Other Consumer Services,BSE
THINKINK PICTUREZ LIMITED,Consumer Services,Movies/Entertainment,BSE
NEW DELHI TELEVISI,Consumer Services,Broadcasting,NSE
KAMAT HOTELS (IND),Consumer Services,Hotels/Resorts/Cruise lines,NSE
CHALET HOTELS LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
ACHYUT HEALTHCARE LIMITED,Distribution Services,Medical Distributors,BSE
PATRON EXIM LIMITED,Distribution Services,Wholesale Distributors,BSE
KONNDOR INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
HEXA TRADEX LTD.,Distribution Services,Wholesale Distributors,BSE
ANIK INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
CONSTRONICS INFRA LIMITED,Distribution Services,Wholesale Distributors,BSE
RAJNISH WELLNESS LIMITED,Distribution Services,Medical Distributors,BSE
MARBLE CITY INDIA LIMITED,Distribution Services,Wholesale Distributors,BSE
OLYMPIC OIL INDUSTRIES LTD.,Distribution Services,Food Distributors,BSE
SAROJA PHARMA INDU,Distribution Services,Wholesale Distributors,NSE
SHRADHA AI TECHNOLOGIES LIMITE,Distribution Services,Electronics Distributors,BSE
SICAGEN INDIA LTD.,Distribution Services,Wholesale Distributors,BSE
THEJO ENGINEERING LTD,Distribution Services,Wholesale Distributors,NSE
TCC CONCEPT LIMITED,Distribution Services,Wholesale Distributors,BSE
HARIYANA SHIP BREAKERS LTD.,Distribution Services,Wholesale Distributors,BSE
THIRDWAVE FINANCIAL INTERMEDIA,Distribution Services,Wholesale Distributors,BSE
HARDWYN INDIA LTD,Distribution Services,Wholesale Distributors,NSE
GOYAL ALUMINIUMS LTD,Distribution Services,Wholesale Distributors,NSE
RONI HOUSEHOLDS LIMITED,Distribution Services,Wholesale Distributors,BSE
MYSORE PETRO CHEMICALS LTD.,Distribution Services,Wholesale Distributors,BSE
DECOROUS INVESTMENT AND TRADIN,Distribution Services,Wholesale Distributors,BSE
SOUTHERN INFOSYS LIMITED,Distribution Services,Electronics Distributors,BSE
VIKAS LIFECARE LTD,Distribution Services,Wholesale Distributors,NSE
MENA MANI INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
RAMA PETROCHEMICALS LTD.,Distribution Services,Wholesale Distributors,BSE
SANBLUE CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
T.SPIRITUAL WORLD LTD.,Distribution Services,Wholesale Distributors,BSE
QMS MEDICAL ALLIED,Distribution Services,Medical Distributors,NSE
CHANDRA BHAGAT PHARMA LIMITED,Distribution Services,Medical Distributors,BSE
SRI HAVISHA HOSP A,Distribution Services,Wholesale Distributors,NSE
TRIVENI ENTERPRISES LTD,Distribution Services,Wholesale Distributors,BSE
MMTC LTD.,Distribution Services,Wholesale Distributors,BSE
ANIK INDUSTRIES,Distribution Services,Wholesale Distributors,NSE
MRP AGRO LIMITED,Distribution Services,Food Distributors,BSE
RAGHUVANSH AGROFARMS LIMITED,Distribution Services,Wholesale Distributors,BSE
MARINE ELECTRICAL (I) LTD,Distribution Services,Wholesale Distributors,NSE
SHANTHALA FMCG PRO,Distribution Services,Food Distributors,NSE
UNJHA FORMULATIONS LTD.,Distribution Services,Food Distributors,BSE
EVEREST INDUSTRIES,Distribution Services,Wholesale Distributors,NSE
SHANKAR LAL RAMPAL DYE-CHEM LI,Distribution Services,Wholesale Distributors,BSE
JAY BHARAT MARUTI,Distribution Services,Wholesale Distributors,NSE
MMTC,Distribution Services,Wholesale Distributors,NSE
AMIT INTERNATIONAL LTD.,Distribution Services,Wholesale Distributors,BSE
MAFIA TRENDS LIMITED,Distribution Services,Wholesale Distributors,BSE
MUNOTH COMMUNICATION LIMITED,Distribution Services,Electronics Distributors,BSE
ERAAYA LIFESPACES LIMITED,Distribution Services,Wholesale Distributors,BSE
VERITAS (INDIA) LTD.,Distribution Services,Wholesale Distributors,BSE
PRADHIN LIMITED,Distribution Services,Wholesale Distributors,BSE
SWISS MILITARY CONSUMER GOODS,Distribution Services,Wholesale Distributors,BSE
GUJARAT MINERAL DE,Distribution Services,Wholesale Distributors,NSE
AMANAYA VENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
NMS RESOURCES GLOBAL LIMITED,Distribution Services,Food Distributors,BSE
RR METALMAKERS INDIA LIMITED,Distribution Services,Food Distributors,BSE
UTL INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
SRU STEELS LIMITED,Distribution Services,Wholesale Distributors,BSE
SRI HAVISHA HOSPITALITY INFRAS,Distribution Services,Wholesale Distributors,BSE
ANLON TECH SOL LTD,Distribution Services,Wholesale Distributors,NSE
VIVO BIO TECH LTD.,Distribution Services,Medical Distributors,BSE
GLOBESECURE TECHNO,Distribution Services,Electronics Distributors,NSE
PAE LTD.,Distribution Services,Wholesale Distributors,BSE
AKG EXIM LTD,Distribution Services,Wholesale Distributors,NSE
FRONTLINE CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
DISHA RESOURCES LIMITED,Distribution Services,Wholesale Distributors,BSE
GREENHITECH VENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
THE YAMUNA SYNDICATE LTD,Distribution Services,Wholesale Distributors,BSE
AGARWAL FLOAT GL,Distribution Services,Wholesale Distributors,NSE
AMBASSADOR INTRA HOLDINGS LIMI,Distribution Services,Wholesale Distributors,BSE
DHOOT INDUSTRIAL FINANCE LTD.,Distribution Services,Wholesale Distributors,BSE
ENTERO HEALTHCARE SOLU L,Distribution Services,Medical Distributors,NSE
KESAR TERMINALS & INFRASTRUCTU,Distribution Services,Wholesale Distributors,BSE
SHARDA CROPCHEM,Distribution Services,Wholesale Distributors,NSE
SPRIGHT AGRO LIMITED,Distribution Services,Wholesale Distributors,BSE
ROYAL SENSE LIMITED,Distribution Services,Medical Distributors,BSE
MAXIMUS INTERNATIONAL LIMITED,Distribution Services,Wholesale Distributors,BSE
SHREE MARUTINANDAN TUBES LIMIT,Distribution Services,Wholesale Distributors,BSE
EMPOWER INDIA LTD.,Distribution Services,Electronics Distributors,BSE
SUNRISE EFFICIENT MARKETING LI,Distribution Services,Wholesale Distributors,BSE
ALCHEMIST CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
HARDWYN INDIA LIMITED,Distribution Services,Wholesale Distributors,BSE
GOYAL ALUMINIUMS LIMITED,Distribution Services,Wholesale Distributors,BSE
EFC (I) LIMITED,Distribution Services,Wholesale Distributors,BSE
ABANS ENTERPRISES LTD,Distribution Services,Wholesale Distributors,BSE
STARLITE COMPONENTS LTD.,Distribution Services,Wholesale Distributors,BSE
SIMPLEX PAPERS LTD.,Distribution Services,Wholesale Distributors,BSE
MULLER & PHIPPS (INDIA) LTD.,Distribution Services,Wholesale Distributors,BSE
SBC EXPORTS LTD,Distribution Services,Wholesale Distributors,NSE
RAMA VISION LTD.,Distribution Services,Medical Distributors,BSE
OMANSH ENTERPRISES LTD,Distribution Services,Wholesale Distributors,BSE
HALDER VENTURE LIMITED,Distribution Services,Food Distributors,BSE
HEXA TRADEX LTD,Distribution Services,Wholesale Distributors,NSE
SBC EXPORTS LIMITED,Distribution Services,Wholesale Distributors,BSE
SHRENIK LTD,Distribution Services,Wholesale Distributors,NSE
RAW EDGE INDUSTRIAL SOLUTIONS,Distribution Services,Wholesale Distributors,BSE
ANMOL INDIA LTD,Distribution Services,Wholesale Distributors,NSE
SAMOR REALITY LIMITED,Distribution Services,Wholesale Distributors,BSE
IFL ENTERPRISES LIMITED,Distribution Services,Wholesale Distributors,BSE
SANMIT INFRA LIMITED,Distribution Services,Wholesale Distributors,BSE
REETECH INTERNATIONAL CARGO AN,Distribution Services,Wholesale Distributors,BSE
SVP GLOBAL TEXTILES LIMITED,Distribution Services,Wholesale Distributors,BSE
7NR RETAIL LIMITED,Distribution Services,Wholesale Distributors,BSE
ISHAN DYES & CHEMICALS LTD.,Distribution Services,Wholesale Distributors,BSE
FLORA CORPORATION LIMITED,Distribution Services,Wholesale Distributors,BSE
VINYL CHEMICALS (INDIA) LTD.,Distribution Services,Wholesale Distributors,BSE
PADMANABH INDUSTRIES LTD,Distribution Services,Wholesale Distributors,BSE
TAVERNIER RESOURCES LIMI,Distribution Services,Wholesale Distributors,BSE
COLAB CLOUD PLATFORMS LIMITED,Distribution Services,Electronics Distributors,BSE
BALAXI PHARMACEUTI,Distribution Services,Medical Distributors,NSE
OPTIEMUS INFRACOM LTD,Distribution Services,Electronics Distributors,BSE
CROPSTER AGRO LIMITED,Distribution Services,Wholesale Distributors,BSE
HMA AGRO INDUSTRIES LIMITED,Distribution Services,Food Distributors,BSE
WOMEN NETWORKS LTD.,Distribution Services,Wholesale Distributors,BSE
SCHNEIDER ELECTRIC INFRASTRUCT,Distribution Services,Wholesale Distributors,BSE
REDINGTON LIMITED,Distribution Services,Electronics Distributors,BSE
SAFA SYSTEMS & TECHNOLOGIES LI,Distribution Services,Wholesale Distributors,BSE
MISHKA EXIM LIMITED,Distribution Services,Wholesale Distributors,BSE
KOTHARI PRODUCTS,Distribution Services,Wholesale Distributors,NSE
SILVER OAK COMMERCIAL LTD.,Distribution Services,Wholesale Distributors,BSE
UR SUGAR INDUSTRIES LIMITED,Distribution Services,Electronics Distributors,BSE
ISHAN INTERNATIONA,Distribution Services,Wholesale Distributors,NSE
BRISK TECHNOVISION LIMITED,Distribution Services,Electronics Distributors,BSE
SVP GLOBAL VENTURES LTD,Distribution Services,Wholesale Distributors,NSE
SHANTANU SHEOREY AQUAKULT LTD.,Distribution Services,Food Distributors,BSE
VOLTAIRE LEASING & FINANCE LTD,Distribution Services,Wholesale Distributors,BSE
ACE MEN ENGG WORKS LIMITED,Distribution Services,Wholesale Distributors,BSE
ASPIRE & INNOVATI,Distribution Services,Wholesale Distributors,NSE
METROGLOBAL LIMITED,Distribution Services,Wholesale Distributors,BSE
COMPUTER POINT LTD.,Distribution Services,Wholesale Distributors,BSE
PARKER AGROCHEM EXPORTS LTD.,Distribution Services,Wholesale Distributors,BSE
INDIA MOTOR PARTS & ACCESSORIE,Distribution Services,Wholesale Distributors,BSE
ROCKINGDEALS CIRCU,Distribution Services,Wholesale Distributors,NSE
PROVENTUS AGROCOM,Distribution Services,Food Distributors,NSE
ACCEDERE LIMITED,Distribution Services,Electronics Distributors,BSE
MURAE ORGANISOR LIMITED,Distribution Services,Medical Distributors,BSE
BEEKAY NIRYAT LIMITED,Distribution Services,Wholesale Distributors,BSE
P.M.TELELINNKS LTD.,Distribution Services,Wholesale Distributors,BSE
CREATIVE PERIPHERALS AND,Distribution Services,Electronics Distributors,NSE
DUCON INFRATECHNOLOGIES LTD,Distribution Services,Electronics Distributors,BSE
CHANDRIMA MERCANTILES LIMITED,Distribution Services,Wholesale Distributors,BSE
REDINGTON LTD,Distribution Services,Electronics Distributors,NSE
ELEGANT FLORICULTURE & AGROTEC,Distribution Services,Wholesale Distributors,BSE
ENTERO HEALTHCARE SOLUTIONS LI,Distribution Services,Medical Distributors,BSE
UMA EXPORTS LTD,Distribution Services,Wholesale Distributors,NSE
WHITE ORGANIC RETAIL LIMITED,Distribution Services,Food Distributors,BSE
VINYL CHEMICALS(IN,Distribution Services,Wholesale Distributors,NSE
EVEREST INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
PRIYA LTD.,Distribution Services,Electronics Distributors,BSE
PANKAJ PIYUSH TRADE & INV. LTD,Distribution Services,Wholesale Distributors,BSE
SOUTH ASIAN ENTERPRISES LTD.,Distribution Services,Wholesale Distributors,BSE
RASHI PERIPHERALS LTD,Distribution Services,Electronics Distributors,NSE
TEGA INDUSTRIES LTD,Distribution Services,Wholesale Distributors,NSE
VKJ INFRADEVELOPERS LTD,Distribution Services,Wholesale Distributors,BSE
AEGIS LOGISTICS LTD.,Distribution Services,Wholesale Distributors,BSE
DEVINE IMPEX LTD.,Distribution Services,Wholesale Distributors,BSE
O. P. CHAINS LIMITED,Distribution Services,Wholesale Distributors,BSE
UNIROYAL MARINE EXPORTS LTD.,Distribution Services,Food Distributors,BSE
LLOYDS ENTERPRISES LIMITED,Distribution Services,Wholesale Distributors,BSE
ADISHAKTI LOHA AND ISPAT LIMIT,Distribution Services,Wholesale Distributors,BSE
VIKAS LIFECARE LIMITED,Distribution Services,Wholesale Distributors,BSE
EVEREST ORGANICS LTD.,Distribution Services,Medical Distributors,BSE
FRASER AND COMPANY LIMITED,Distribution Services,Wholesale Distributors,BSE
STATE TRD CORP IND,Distribution Services,Food Distributors,NSE
TINNA TRADE LIMITED,Distribution Services,Food Distributors,BSE
TEGA INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
NEERAJ PAPER MARKETING LIMITED,Distribution Services,Wholesale Distributors,BSE
UMA EXPORTS LIMITED,Distribution Services,Wholesale Distributors,BSE
PARSHVA ENTERPRISES LIMITED,Distribution Services,Wholesale Distributors,BSE
INDIA MOTOR PARTS,Distribution Services,Wholesale Distributors,NSE
INDIAN LINK CHAIN MANUFACTURES,Distribution Services,Wholesale Distributors,BSE
AEGIS LOGISTICS,Distribution Services,Wholesale Distributors,NSE
MERCURY EV-TECH LIMITED,Distribution Services,Wholesale Distributors,BSE
OPTIEMUS INFRACOM,Distribution Services,Electronics Distributors,NSE
SURANA TELECOM AND POWER LIMIT,Distribution Services,Wholesale Distributors,BSE
ADANI ENTERPRISES,Distribution Services,Wholesale Distributors,NSE
MISQUITA ENGINEERING LIMITED,Distribution Services,Electronics Distributors,BSE
DHYAANI TRADEVENTTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
NATURO INDIABULL LIMITED,Distribution Services,Medical Distributors,BSE
GANON PRODUCTS LIMITED,Distribution Services,Wholesale Distributors,BSE
JAY BHARAT MARUTI LTD.,Distribution Services,Wholesale Distributors,BSE
DUCON INFRATECHNOL,Distribution Services,Electronics Distributors,NSE
SAKUMA EXPORTS LTD.,Distribution Services,Food Distributors,BSE
HMA AGRO INDUSTRIES LTD,Distribution Services,Food Distributors,NSE
MONO PHARMACARE LI,Distribution Services,Medical Distributors,NSE
MILLENNIUM ONLINE SOLUTIONS (I,Distribution Services,Electronics Distributors,BSE
ARYAVAN ENTERPRISE LIMITED,Distribution Services,Wholesale Distributors,BSE
AERPACE INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
KOTHARI PRODUCTS LTD.,Distribution Services,Wholesale Distributors,BSE
NIVAKA FASHIONS LIMITED,Distribution Services,Wholesale Distributors,BSE
NANAVATI VENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
TAI INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
PALRED TECHNOLOGIE,Distribution Services,Electronics Distributors,NSE
JAY JALARAM TECHNO,Distribution Services,Electronics Distributors,NSE
MRC AGROTECH LIMITED,Distribution Services,Wholesale Distributors,BSE
GUJARAT INJECT (KERALA) LTD.,Distribution Services,Medical Distributors,BSE
SHARDA CROPCHEM LIMITED,Distribution Services,Wholesale Distributors,BSE
ANMOL INDIA LIMITED,Distribution Services,Wholesale Distributors,BSE
WORLDWIDE ALUMINIUM LIMITED,Distribution Services,Wholesale Distributors,BSE
AA PLUS TRADELINK LIMITED,Distribution Services,Wholesale Distributors,BSE
NEXUS SURGICAL AND MEDICARE LI,Distribution Services,Medical Distributors,BSE
VINTAGE COFFEE AND BEVERAGES L,Distribution Services,Wholesale Distributors,BSE
WARDWIZARD FOODS AND BEVERAGES,Distribution Services,Wholesale Distributors,BSE
CHECKPOINT TRENDS LIMITED,Distribution Services,Medical Distributors,BSE
LABELKRAFT TECHNOLOGIES LIMITE,Distribution Services,Electronics Distributors,BSE
STARCOM INFORMATION TECHNOLOGY,Distribution Services,Electronics Distributors,BSE
SAIANAND COMMERCIAL LIMITED,Distribution Services,Wholesale Distributors,BSE
KHAZANCHI JEWELLERS LIMITED,Distribution Services,Wholesale Distributors,BSE
VAXFAB ENTERPRISES LIMITED,Distribution Services,Wholesale Distributors,BSE
TIRUPATI TYRES LTD.,Distribution Services,Wholesale Distributors,BSE
YASH INNOVENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
PALCO METALS LIMITED,Distribution Services,Wholesale Distributors,BSE
PANTH INFINITY LIMITED,Distribution Services,Wholesale Distributors,BSE
BLACK ROSE INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
RO JEWELS LIMITED,Distribution Services,Wholesale Distributors,BSE
SCHNEIDER ELECTR,Distribution Services,Wholesale Distributors,NSE
EMPIRE INDUSTRIES LTD.,Distribution Services,Food Distributors,BSE
ENTERPRISE INTERNATIONAL LTD.,Distribution Services,Wholesale Distributors,BSE
JETMALL SPICES AND MASALA LIMI,Distribution Services,Food Distributors,BSE
CONTIL INDIA LTD.,Distribution Services,Food Distributors,BSE
MYSTIC ELECTRONICS LIMITED,Distribution Services,Electronics Distributors,BSE
GUJARAT MINERAL DEVELOPMENT CO,Distribution Services,Wholesale Distributors,BSE
ASHIANA AGRO INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
RASHI PERIPHERALS LIMITED,Distribution Services,Electronics Distributors,BSE
NAKSH PRECIOUS METALS LIMITED,Distribution Services,Wholesale Distributors,BSE
OPTIMUS FINANCE LIMITED,Distribution Services,Wholesale Distributors,BSE
PALRED TECHNOLOGIES LIMITED,Distribution Services,Electronics Distributors,BSE
SAKUMA EXPORTS LTD,Distribution Services,Food Distributors,NSE
FRESHTROP FRUITS LTD.,Distribution Services,Food Distributors,BSE
CITY CROPS AGRO LIMITED,Distribution Services,Wholesale Distributors,BSE
ADANI ENTERPRISES LTD.,Distribution Services,Wholesale Distributors,BSE
TANVI FOODS (INDIA) LIMITED,Distribution Services,Food Distributors,BSE
STATE TRADING CORPORATION OF I,Distribution Services,Food Distributors,BSE
IEL LIMITED,Distribution Services,Wholesale Distributors,BSE
DE NEERS TOOLS LIM,Distribution Services,Wholesale Distributors,NSE
PURV FLEXIPACK LIM,Distribution Services,Wholesale Distributors,NSE
TRIDENT TECHLABS L,Distribution Services,Electronics Distributors,NSE
DHRUV WELLNESS LIMITED,Distribution Services,Medical Distributors,BSE
SIBAR AUTO PARTS LTD.,Distribution Services,Wholesale Distributors,BSE
SURANA TEL & POWER,Distribution Services,Wholesale Distributors,NSE
PH TRADING LTD.,Distribution Services,Wholesale Distributors,BSE
EURO ASIA EXPORTS LTD.,Distribution Services,Wholesale Distributors,BSE
HITACHI ENERGY INDIA LIMITED,Electronic Technology,Electronic Equipment/Instruments,BSE
AUSTRALIAN PREMIUM,Electronic Technology,Semiconductors,NSE
TEJAS NETWORKS LIMITED,Electronic Technology,Telecommunications Equipment,BSE
WEBSOL ENERGY SYSTEM LTD.,Electronic Technology,Semiconductors,BSE
THAKRAL SERVICES (INDIA) LTD.,Electronic Technology,Telecommunications Equipment,BSE
TVS ELECTRONICS LTD.,Electronic Technology,Electronic Equipment/Instruments,BSE
GUJARAT POLY ELECTRONICS LIMIT,Electronic Technology,Electronic Components,BSE
FINE-LINE CIRCUITS LTD.,Electronic Technology,Electronic Components,BSE
AVALON TECHNOLOGIES LTD,Electronic Technology,Electronic Production Equipment,NSE
HONEYWELL AUTO IND,Electronic Technology,Electronic Equipment/Instruments,NSE
RICHA INFO SYSTEMS,Electronic Technology,Computer Peripherals,NSE
DC INFOTECH AND COMUN LTD,Electronic Technology,Telecommunications Equipment,NSE
DIXON TECHNOLOGIES (INDIA) LIM,Electronic Technology,Electronic Production Equipment,BSE
ELPRO INTERNATIONAL LTD.,Electronic Technology,Electronic Components,BSE
UNIVERSAL CABLES LTD.,Electronic Technology,Electronic Components,BSE
NELCO LTD.,Electronic Technology,Electronic Production Equipment,BSE
SPARC ELECTREX LIMITED,Electronic Technology,Computer Communications,BSE
UNIVERSAL CABLES,Electronic Technology,Electronic Components,NSE
KAVVERI TELECOM PR,Electronic Technology,Telecommunications Equipment,NSE
CONTAINE TECHNOLOGIES LIMITED,Electronic Technology,Electronic Production Equipment,BSE
CENTUM ELECTRONICS LTD.,Electronic Technology,Electronic Components,BSE
HEG LTD,Electronic Technology,Electronic Components,NSE
AVANTEL LTD.,Electronic Technology,Telecommunications Equipment,BSE
SMARTLINK HOLDINGS LIMITED,Electronic Technology,Telecommunications Equipment,BSE
NITIRAJ ENGINEERS LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
MIRC ELECTRONICS,Electronic Technology,Telecommunications Equipment,NSE
KERNEX MICROSYSTEMS (INDIA) LT,Electronic Technology,Computer Communications,BSE
TANEJA AEROSPACE & AVIATION LT,Electronic Technology,Aerospace & Defense,BSE
APLAB LTD.,Electronic Technology,Electronic Equipment/Instruments,BSE
FROG CELLSAT LTD,Electronic Technology,Telecommunications Equipment,NSE
BPL LTD.,Electronic Technology,Telecommunications Equipment,BSE
WONDER ELECTRICALS LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
APAR INDUSTRY LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
PAN ELECTRONICS INDIA LTD.,Electronic Technology,Electronic Components,BSE
SPEL SEMICONDUCTOR LTD.,Electronic Technology,Semiconductors,BSE
MRO-TEK REALTY LTD,Electronic Technology,Electronic Production Equipment,NSE
DE NORA INDIA,Electronic Technology,Electronic Equipment/Instruments,NSE
PG ELECTROPLAST LTD.,Electronic Technology,Electronic Production Equipment,BSE
MODULEX CONSTRUCTION TECHNOLOG,Electronic Technology,Electronic Equipment/Instruments,BSE
HINDUSTAN AERONAUT,Electronic Technology,Aerospace & Defense,NSE
